ID,A1,A2,A3,B1,B2,B3,C1,C2,C3
PaeAG1_03157,0,0,0,0,0,0,0,0,0
PaeAG1_03158,0,0,0,0,0,0,0,0,0
PaeAG1_03159,0,0,0,0,0,0,0,0,0
PaeAG1_03160,0,0,0,0,0,0,0,0,0
PaeAG1_03161,2,2,1,1,1,2,1,2,2
PaeAG1_03162,0,0,0,1,0,0,0,1,2
PaeAG1_03163,1,1,0,2,1,1,2,4,8
PaeAG1_03164,0,0,0,0,0,0,0,1,2
PaeAG1_03165,0,0,0,1,0,0,0,1,2
PaeAG1_03166,2,1,1,1,0,1,0,1,1
PaeAG1_03167,0,0,0,0,0,0,1,3,7
PaeAG1_03168,8,4,1,4,2,3,2,3,5
PaeAG1_03169,1,0,0,0,0,0,0,0,1
PaeAG1_03170,0,0,0,0,0,0,0,0,0
PaeAG1_03171,0,0,0,0,0,0,0,0,0
PaeAG1_03172,0,0,0,0,0,0,0,0,0
PaeAG1_03173,0,0,0,0,0,0,0,1,0
PaeAG1_03174,1,1,0,1,1,1,0,1,1
PaeAG1_03175,0,0,0,0,0,0,0,0,0
PaeAG1_03176,5,3,3,2,4,3,1,2,2
PaeAG1_03177,4,2,1,2,2,2,1,2,3
PaeAG1_03178,1,0,0,1,1,1,0,0,1
PaeAG1_03179,8,4,2,8,6,8,3,7,9
PaeAG1_03180,63,34,13,25,24,41,13,32,38
PaeAG1_03181,1,1,0,0,0,0,0,0,0
PaeAG1_03182,11,6,2,3,3,4,2,5,4
PaeAG1_03183,6,3,0,2,1,2,1,2,3
PaeAG1_03184,2,1,1,0,0,0,0,1,1
PaeAG1_03185,2,1,1,1,1,1,0,1,1
PaeAG1_03186,2,1,0,1,1,1,1,1,1
PaeAG1_03187,1,0,0,0,0,0,0,0,0
PaeAG1_03188,1,0,0,0,0,0,0,0,0
PaeAG1_03189,1,0,0,0,0,0,0,0,0
PaeAG1_03190,1,0,0,0,0,0,0,1,1
PaeAG1_03191,1,0,0,0,0,0,0,0,0
PaeAG1_03192,0,0,0,0,0,0,0,0,0
PaeAG1_03193,0,0,0,0,0,0,0,0,0
PaeAG1_03194,1,1,0,2,1,1,1,2,2
PaeAG1_03195,1,1,1,1,1,1,1,1,1
PaeAG1_03196,1,1,1,1,1,1,0,1,1
PaeAG1_03197,2,1,1,1,1,1,1,1,1
PaeAG1_03198,17,10,3,16,10,13,6,16,17
PaeAG1_03199,0,0,0,0,0,0,0,0,0
PaeAG1_03200,2,1,1,1,1,1,0,1,1
PaeAG1_03201,10,4,1,1,1,1,0,1,1
PaeAG1_03202,15,7,3,2,2,2,1,2,2
PaeAG1_03203,18,8,3,2,2,2,1,2,2
PaeAG1_03204,2,1,1,0,1,1,0,1,1
PaeAG1_03205,3,1,1,1,1,2,1,1,1
PaeAG1_03206,35,18,7,12,12,18,7,14,12
PaeAG1_03207,4,2,1,2,1,3,1,2,2
PaeAG1_03208,11,5,4,3,4,6,2,3,3
PaeAG1_03209,0,0,0,0,0,0,0,0,0
PaeAG1_03210,1,1,0,1,0,1,1,1,1
PaeAG1_03211,0,0,0,0,0,0,0,0,0
PaeAG1_03212,0,0,0,0,0,0,0,0,0
PaeAG1_03213,0,0,0,0,0,0,0,0,0
PaeAG1_03214,1,1,0,0,0,1,1,1,1
PaeAG1_03215,2,1,1,1,1,1,1,1,1
PaeAG1_03216,1,1,0,1,1,1,1,1,1
PaeAG1_03217,26,12,5,34,35,29,17,36,38
PaeAG1_03218,22,10,4,43,40,35,23,45,48
PaeAG1_03219,71,31,12,136,113,102,81,159,155
PaeAG1_03220,13,6,3,26,17,18,15,32,30
PaeAG1_03221,26,10,13,47,31,26,19,38,43
PaeAG1_03222,2,1,1,3,3,3,2,3,4
PaeAG1_03223,2,1,1,6,4,5,2,5,6
PaeAG1_03224,1,1,0,1,1,2,1,1,2
PaeAG1_03225,1,1,0,0,0,0,0,0,0
PaeAG1_03226,7,4,3,2,2,2,1,2,2
PaeAG1_03227,4,2,1,2,1,1,1,1,2
PaeAG1_03228,5,3,2,2,2,2,1,2,2
PaeAG1_03229,68,38,18,14,15,16,6,17,20
PaeAG1_03230,8,4,3,2,2,3,1,2,3
PaeAG1_03231,69,31,19,25,24,27,13,23,29
PaeAG1_03232,0,0,0,0,0,0,0,0,0
PaeAG1_03233,11,6,3,3,3,3,2,3,3
PaeAG1_03234,14,7,4,3,3,3,2,4,4
PaeAG1_03235,0,0,0,0,0,0,0,0,0
PaeAG1_03236,0,0,0,0,0,0,0,0,0
PaeAG1_03237,26,12,13,10,8,10,6,11,15
PaeAG1_03238,2,1,1,0,1,1,0,1,1
PaeAG1_03239,1,1,0,1,1,1,1,1,1
PaeAG1_03240,13,6,10,5,5,8,4,6,5
PaeAG1_03241,5,3,3,5,4,4,3,4,6
PaeAG1_03242,14,7,7,10,7,10,7,11,13
PaeAG1_03243,3,2,2,3,3,3,1,3,4
PaeAG1_03244,235,126,85,84,72,117,54,96,119
PaeAG1_03245,434,206,293,266,218,286,177,271,345
PaeAG1_03246,132,69,74,45,55,51,29,46,54
PaeAG1_03247,197,96,131,93,80,107,76,97,118
PaeAG1_03248,32,19,14,6,7,9,5,8,7
PaeAG1_03249,365,201,111,187,147,152,98,171,193
PaeAG1_03250,6,3,2,4,4,4,3,6,6
PaeAG1_03251,11,7,6,13,14,12,7,16,15
PaeAG1_03252,3,2,1,3,2,2,1,3,4
PaeAG1_03253,3,2,1,3,3,3,2,3,4
PaeAG1_03254,0,0,0,0,0,0,0,0,0
PaeAG1_03255,0,0,0,0,0,0,0,1,1
PaeAG1_03256,46,24,29,43,26,38,21,38,40
PaeAG1_03257,23,12,16,22,16,23,8,13,18
PaeAG1_03258,173,64,44,34,21,69,12,20,22
PaeAG1_03259,59,21,20,8,5,24,6,9,10
PaeAG1_03260,66,20,25,6,4,15,4,4,5
PaeAG1_03261,14,8,10,7,6,9,5,7,7
PaeAG1_03262,28,15,12,20,18,24,12,21,23
PaeAG1_03263,6,3,3,6,4,5,4,8,10
PaeAG1_03264,2,1,1,1,1,1,1,1,1
PaeAG1_03265,4,2,4,6,5,5,4,6,8
PaeAG1_03266,2,1,1,2,2,2,1,2,3
PaeAG1_03267,0,0,0,0,0,0,0,0,0
PaeAG1_03268,5,2,2,2,2,3,1,2,2
PaeAG1_03269,6,2,3,2,2,4,2,2,2
PaeAG1_03270,2,1,1,1,1,2,1,1,1
PaeAG1_03271,4,2,2,2,1,2,1,1,1
PaeAG1_03272,3,1,2,2,2,3,2,3,3
PaeAG1_03273,5,2,3,5,4,5,3,6,8
PaeAG1_03274,1,0,0,1,0,1,0,1,1
PaeAG1_03275,2,1,1,2,2,2,1,3,3
PaeAG1_03276,1,1,1,2,1,1,2,3,3
PaeAG1_03277,1,1,1,2,1,1,1,2,2
PaeAG1_03278,19,10,13,10,9,15,6,9,9
PaeAG1_03279,0,0,0,0,0,0,0,0,0
PaeAG1_03280,0,0,0,0,0,0,0,0,0
PaeAG1_03281,1,0,0,1,0,1,0,0,0
PaeAG1_03282,16,6,14,14,12,15,5,10,12
PaeAG1_03283,0,0,0,0,0,0,0,0,0
PaeAG1_03284,0,0,0,0,0,0,0,0,0
PaeAG1_03285,3,2,1,2,2,3,1,3,3
PaeAG1_03286,1,1,1,2,1,1,1,2,2
PaeAG1_03287,19,10,13,10,9,15,6,9,9
PaeAG1_03288,0,0,0,0,0,0,0,0,0
PaeAG1_03289,0,0,0,0,0,0,0,0,0
PaeAG1_03290,1,0,0,1,0,1,0,0,0
PaeAG1_03291,16,6,14,14,12,15,5,10,12
PaeAG1_03292,0,0,0,0,0,0,0,0,0
PaeAG1_03293,0,0,0,0,0,0,0,0,0
PaeAG1_03294,3,2,1,2,2,3,1,3,3
PaeAG1_03295,1,1,1,2,1,1,1,2,2
PaeAG1_03296,19,10,13,10,9,15,6,9,9
PaeAG1_03297,0,0,0,0,0,0,0,0,0
PaeAG1_03298,0,0,0,0,0,0,0,0,0
PaeAG1_03299,1,0,0,1,0,1,0,0,0
PaeAG1_03300,16,6,14,14,12,15,5,10,12
PaeAG1_03301,0,0,0,0,0,0,0,0,0
PaeAG1_03302,0,0,0,0,0,0,0,0,0
PaeAG1_03303,3,2,1,2,2,3,1,3,3
PaeAG1_03304,52,31,31,28,25,33,18,35,37
PaeAG1_03305,13,7,7,8,7,8,4,8,9
PaeAG1_03306,16,8,9,6,5,6,3,6,6
PaeAG1_03307,31,15,22,3,3,5,2,2,3
PaeAG1_03308,7,4,4,2,2,3,2,3,3
PaeAG1_03309,2,1,1,1,1,1,1,1,1
PaeAG1_03310,5,2,2,5,5,4,3,5,7
PaeAG1_03311,0,0,0,0,0,0,0,0,0
PaeAG1_03312,0,0,0,0,0,1,0,1,1
PaeAG1_03313,0,0,0,0,0,0,0,0,0
PaeAG1_03314,0,0,0,0,0,0,0,0,0
PaeAG1_03315,1,0,1,1,1,1,1,1,1
PaeAG1_03316,0,0,0,0,0,0,0,0,0
PaeAG1_03317,0,0,0,0,0,1,0,0,1
PaeAG1_03318,6,3,4,3,3,4,2,4,3
PaeAG1_03319,4,2,3,4,4,3,3,5,5
PaeAG1_03320,1,1,1,1,1,1,1,1,1
PaeAG1_03321,0,0,0,0,0,0,0,0,0
PaeAG1_03322,0,0,0,0,0,0,0,0,0
PaeAG1_03323,0,0,0,0,0,0,0,0,0
PaeAG1_03324,1,0,0,0,0,0,0,0,0
PaeAG1_03325,0,0,0,0,0,1,0,1,1
PaeAG1_03326,0,0,0,0,0,0,0,0,0
PaeAG1_03327,1,1,1,1,0,1,1,1,1
PaeAG1_03328,0,0,0,0,0,0,0,0,0
PaeAG1_03329,0,0,0,0,0,0,0,0,0
PaeAG1_03330,0,0,0,0,0,0,0,0,0
PaeAG1_03331,0,0,0,0,0,0,0,0,0
PaeAG1_03332,1,0,0,0,0,0,0,0,0
PaeAG1_03333,0,0,0,0,0,0,0,0,0
PaeAG1_03334,1,1,1,2,1,1,1,2,2
PaeAG1_03335,1,1,1,2,2,2,1,1,1
PaeAG1_03336,9,6,5,5,6,6,3,8,6
PaeAG1_03337,2,1,1,1,1,1,1,1,1
PaeAG1_03338,0,0,0,0,0,0,0,0,0
PaeAG1_03339,0,0,0,0,0,0,0,0,0
PaeAG1_03340,0,0,0,0,0,0,0,0,0
PaeAG1_03341,0,0,0,0,0,0,0,0,0
PaeAG1_03342,0,0,0,0,0,0,0,0,0
PaeAG1_03343,1,1,0,0,0,0,0,1,1
PaeAG1_03344,2,1,0,1,1,1,0,1,1
PaeAG1_03345,1,0,1,0,0,0,0,0,1
PaeAG1_03346,0,0,0,0,0,0,0,0,0
PaeAG1_03347,1,0,0,1,0,0,0,1,1
PaeAG1_03348,0,0,0,0,0,0,0,0,0
PaeAG1_03349,1,1,1,1,1,1,1,1,1
PaeAG1_03350,1,0,0,0,0,0,0,1,0
PaeAG1_03351,1,1,0,1,0,1,0,1,0
PaeAG1_03352,0,0,0,0,0,0,0,0,0
PaeAG1_03353,1,0,0,0,0,0,0,0,0
PaeAG1_03354,1,1,0,1,0,1,0,1,1
PaeAG1_03355,2,2,1,2,2,2,1,3,2
PaeAG1_03356,1,1,0,1,1,1,1,1,1
PaeAG1_03357,3,1,0,2,2,2,1,3,2
PaeAG1_03358,1,1,0,1,1,1,1,1,1
PaeAG1_03359,1,1,1,1,1,2,1,2,2
PaeAG1_03360,2,1,0,2,3,1,3,7,8
PaeAG1_03361,8,4,2,5,5,6,7,23,17
PaeAG1_03362,2,1,1,2,1,2,3,6,5
PaeAG1_03363,16,9,4,27,22,17,17,41,45
PaeAG1_03364,0,0,0,1,1,1,0,1,1
PaeAG1_03365,0,0,0,0,0,0,0,0,0
PaeAG1_03366,8,4,5,56,46,44,22,34,45
PaeAG1_03367,0,0,0,1,1,1,0,0,1
PaeAG1_03368,0,0,0,1,1,1,0,1,1
PaeAG1_03369,2,1,1,2,2,2,1,2,2
PaeAG1_03370,2,1,1,1,1,1,1,1,2
PaeAG1_03371,0,0,0,0,0,0,0,0,0
PaeAG1_03372,7,3,4,29,21,18,9,14,19
PaeAG1_03373,1,1,0,1,1,1,1,1,1
PaeAG1_03374,2,1,1,2,2,2,1,2,2
PaeAG1_03375,0,0,0,1,1,1,0,1,1
PaeAG1_03376,5,4,2,14,13,8,7,16,17
PaeAG1_03377,11,7,3,19,18,17,9,19,18
PaeAG1_03378,1,0,0,1,1,1,0,1,1
PaeAG1_03379,1,0,0,3,2,2,1,2,2
PaeAG1_03380,4,2,1,2,2,3,1,3,3
PaeAG1_03381,1,1,0,1,1,1,1,2,2
PaeAG1_03382,2,1,1,3,2,3,1,2,3
PaeAG1_03383,2,1,1,2,2,2,1,2,2
PaeAG1_03384,1,0,0,1,1,1,1,1,1
PaeAG1_03385,2,1,1,9,6,5,3,5,6
PaeAG1_03386,2,1,1,7,6,5,3,6,7
PaeAG1_03387,6,3,3,23,19,14,13,17,18
PaeAG1_03388,1,1,0,3,3,2,1,2,3
PaeAG1_03389,2,1,1,7,5,4,3,5,5
PaeAG1_03390,3,2,1,6,6,5,3,5,8
PaeAG1_03391,1,0,0,2,1,1,1,2,1
PaeAG1_03392,6,3,2,37,24,34,18,30,28
PaeAG1_03393,0,0,0,0,0,0,0,0,0
PaeAG1_03394,8,4,1,15,17,10,5,11,15
PaeAG1_03395,5,2,1,8,6,6,3,8,8
PaeAG1_03396,4,2,1,6,6,4,2,4,6
PaeAG1_03397,1,0,0,1,1,1,1,1,2
PaeAG1_03398,4,1,1,4,3,3,1,3,3
PaeAG1_03399,9,3,3,26,21,22,7,14,18
PaeAG1_03400,1,0,0,1,1,1,1,1,1
PaeAG1_03401,2,1,1,4,4,4,2,4,5
PaeAG1_03402,2,1,0,2,2,2,1,2,3
PaeAG1_03403,2,1,1,6,5,5,2,3,5
PaeAG1_03404,1,0,0,2,2,2,1,1,2
PaeAG1_03405,3,1,1,5,3,3,2,3,5
PaeAG1_03406,1,1,0,2,1,1,1,1,1
PaeAG1_03407,1,0,0,2,1,1,1,1,2
PaeAG1_03408,0,0,0,2,1,1,1,1,1
PaeAG1_03409,0,0,0,1,1,1,1,1,1
PaeAG1_03410,1,0,0,3,2,2,1,2,3
PaeAG1_03411,1,1,1,2,2,2,1,2,2
PaeAG1_03412,35,14,26,228,230,186,89,136,185
PaeAG1_03413,1,0,1,2,1,2,1,2,2
PaeAG1_03414,1,1,0,4,3,3,2,3,4
PaeAG1_03415,1,1,0,1,1,1,1,2,2
PaeAG1_03416,3,1,1,7,7,5,4,6,8
PaeAG1_03417,5,2,2,4,5,4,2,3,3
PaeAG1_03418,0,0,0,1,1,1,0,1,1
PaeAG1_03419,0,0,0,1,1,1,0,1,1
PaeAG1_03420,0,0,0,1,1,1,0,1,1
PaeAG1_03421,0,0,0,1,1,1,1,1,1
PaeAG1_03422,0,0,0,0,0,0,0,0,0
PaeAG1_03423,42,23,12,45,32,46,33,67,52
PaeAG1_03424,0,0,0,0,0,0,0,1,1
PaeAG1_03425,1,1,1,2,2,2,1,2,2
PaeAG1_03426,7,3,2,11,8,8,6,9,9
PaeAG1_03427,1,0,0,2,2,1,1,1,2
PaeAG1_03428,2,1,1,8,7,5,3,5,6
PaeAG1_03429,2,1,1,1,1,1,0,1,1
PaeAG1_03430,0,0,0,0,0,0,0,0,0
PaeAG1_03431,4,2,1,1,1,1,0,1,1
PaeAG1_03432,16,10,4,4,4,4,1,4,4
PaeAG1_03433,3,1,1,1,1,1,0,0,1
PaeAG1_03434,43,15,16,13,11,9,2,4,7
PaeAG1_03435,8,4,3,4,4,3,2,3,4
PaeAG1_03436,5,3,1,2,2,2,1,2,2
PaeAG1_03437,0,0,0,0,0,0,0,0,0
PaeAG1_03438,1,0,0,0,0,0,0,0,1
PaeAG1_03439,3,2,1,1,1,1,1,1,1
PaeAG1_03440,1,0,0,0,0,0,0,0,0
PaeAG1_03441,1,0,0,0,0,0,0,0,0
PaeAG1_03442,1,0,0,0,0,0,0,0,0
PaeAG1_03443,1,1,1,2,2,1,1,2,2
PaeAG1_03444,9,5,4,9,8,10,4,8,9
PaeAG1_03445,1,1,0,2,2,2,0,0,0
PaeAG1_03446,152,107,54,439,348,347,10,23,15
PaeAG1_03447,10,7,4,16,19,19,0,1,1
PaeAG1_03448,1,1,0,1,1,1,0,0,0
PaeAG1_03449,5,3,2,15,11,15,0,1,0
PaeAG1_03450,4,2,2,13,12,15,0,0,0
PaeAG1_03451,13,7,2,32,26,35,0,1,1
PaeAG1_03452,88,75,21,263,242,230,4,11,10
PaeAG1_03453,2,2,1,9,9,9,0,0,1
PaeAG1_03454,1,0,0,2,2,2,0,1,1
PaeAG1_03455,1,0,0,1,1,1,0,1,1
PaeAG1_03456,1,0,0,1,1,1,0,1,1
PaeAG1_03457,23,12,12,17,15,17,10,19,20
PaeAG1_03458,4,2,3,2,2,3,1,3,3
PaeAG1_03459,1,1,1,1,1,1,1,1,1
PaeAG1_03460,2,1,1,1,1,1,1,1,1
PaeAG1_03461,1,1,1,1,1,1,1,1,1
PaeAG1_03462,0,0,0,0,0,0,0,0,1
PaeAG1_03463,1,1,1,2,1,1,1,2,2
PaeAG1_03464,5,2,1,5,6,4,2,5,6
PaeAG1_03465,4,2,1,2,3,2,2,4,4
PaeAG1_03466,0,0,0,0,0,0,0,0,0
PaeAG1_03467,1,0,0,1,1,1,0,1,1
PaeAG1_03468,0,0,0,0,0,0,0,0,0
PaeAG1_03469,2,1,1,2,1,2,1,2,2
PaeAG1_03470,1,0,0,0,0,0,0,0,0
PaeAG1_03471,3,2,1,7,9,3,8,19,16
PaeAG1_03472,0,0,0,0,0,0,0,0,0
PaeAG1_03473,0,0,0,0,0,0,0,0,0
PaeAG1_03474,1,0,0,0,0,0,0,0,0
PaeAG1_03475,2,1,0,1,1,2,1,1,2
PaeAG1_03476,0,0,0,0,0,0,0,0,0
PaeAG1_03477,0,0,0,0,0,0,0,0,0
PaeAG1_03478,0,0,0,0,0,0,0,0,0
PaeAG1_03479,0,0,0,0,0,0,0,0,0
PaeAG1_03480,3,1,2,2,1,2,1,2,2
PaeAG1_03481,3,2,2,1,1,2,1,2,2
PaeAG1_03482,5,2,1,1,1,1,1,2,2
PaeAG1_03483,4,2,1,1,1,1,1,2,2
PaeAG1_03484,1,0,0,0,1,1,0,1,1
PaeAG1_03485,0,0,0,0,0,0,0,0,0
PaeAG1_03486,0,0,0,0,0,0,0,0,0
PaeAG1_03487,1,0,0,0,0,0,0,0,0
PaeAG1_03488,6,2,2,7,4,5,2,7,6
PaeAG1_03489,1,1,1,1,1,1,0,0,1
PaeAG1_03490,5,3,3,3,4,5,2,3,4
PaeAG1_03491,4,2,1,2,3,4,2,3,3
PaeAG1_03492,0,0,0,0,0,0,0,0,0
PaeAG1_03493,0,0,0,0,0,0,0,2,3
PaeAG1_03494,1,0,0,0,0,0,0,1,2
PaeAG1_03495,3,2,1,2,2,2,2,4,10
PaeAG1_03496,1,0,0,1,0,0,0,1,2
PaeAG1_03497,1,0,0,0,0,0,0,0,1
PaeAG1_03498,1,0,0,0,0,0,0,0,0
PaeAG1_03499,1,1,0,0,0,1,0,0,0
PaeAG1_03500,0,0,0,1,0,1,0,1,1
PaeAG1_03501,0,0,0,0,0,0,0,0,0
PaeAG1_03502,0,0,0,0,0,0,0,0,0
PaeAG1_03503,0,0,0,0,0,0,0,0,0
PaeAG1_03504,0,0,0,0,0,0,0,0,0
PaeAG1_03505,0,0,0,0,0,0,0,0,0
PaeAG1_03506,0,0,0,0,0,0,0,0,0
PaeAG1_03507,1,0,0,0,0,0,0,0,0
PaeAG1_03508,0,0,0,0,0,0,0,0,1
PaeAG1_03509,1,1,0,1,1,1,1,1,1
PaeAG1_03510,0,0,0,0,0,0,0,0,0
PaeAG1_03511,1,1,1,1,1,1,1,1,1
PaeAG1_03512,0,0,0,1,1,1,0,1,1
PaeAG1_03513,0,0,0,0,0,0,0,0,0
PaeAG1_03514,2,1,1,1,1,1,0,1,1
PaeAG1_03515,1,1,0,1,1,1,0,1,1
PaeAG1_03516,1,1,0,1,1,0,0,1,1
PaeAG1_03517,1,0,0,1,1,1,0,1,1
PaeAG1_03518,3,1,2,1,1,1,1,1,1
PaeAG1_03519,4,2,2,2,2,2,1,2,3
PaeAG1_03520,3,2,1,0,0,1,0,1,1
PaeAG1_03521,9,6,3,1,1,2,1,2,1
PaeAG1_03522,2,1,1,1,1,1,1,1,1
PaeAG1_03523,12,6,6,4,4,4,5,5,5
PaeAG1_03524,27,14,11,4,5,10,3,5,4
PaeAG1_03525,3,2,2,1,1,1,0,1,1
PaeAG1_03526,2,1,1,1,1,1,1,1,1
PaeAG1_03527,0,0,0,0,0,0,0,0,0
PaeAG1_03528,0,0,0,0,0,1,0,1,1
PaeAG1_03529,2,1,1,1,1,2,1,3,3
PaeAG1_03530,8,6,3,10,8,8,8,16,21
PaeAG1_03531,3,2,1,4,3,3,2,5,7
PaeAG1_03532,12,6,7,5,5,8,5,9,6
PaeAG1_03533,2,1,1,1,1,1,0,1,1
PaeAG1_03534,1,1,1,1,1,1,0,1,1
PaeAG1_03535,0,0,0,0,0,0,0,0,0
PaeAG1_03536,2,1,1,1,1,1,0,1,1
PaeAG1_03537,18,10,5,9,8,7,3,7,9
PaeAG1_03538,9,4,2,9,8,8,3,7,11
PaeAG1_03539,17,10,8,7,6,12,5,8,6
PaeAG1_03540,1,0,0,1,1,1,0,0,1
PaeAG1_03541,5,2,1,9,6,9,3,7,8
PaeAG1_03542,15,8,7,19,12,18,8,18,20
PaeAG1_03543,7,4,1,2,1,3,1,2,2
PaeAG1_03544,0,0,0,0,0,0,0,0,0
PaeAG1_03545,4,2,1,2,1,2,1,2,2
PaeAG1_03546,6,4,3,4,3,4,1,3,4
PaeAG1_03547,133,55,70,55,43,61,13,21,21
PaeAG1_03548,32,16,13,24,25,22,6,14,14
PaeAG1_03549,13,8,3,12,14,12,4,8,7
PaeAG1_03550,53,25,10,28,31,35,12,25,20
PaeAG1_03551,11,6,2,10,10,9,3,7,6
PaeAG1_03552,10,5,2,13,12,10,3,7,7
PaeAG1_03553,5,3,3,4,3,4,2,4,5
PaeAG1_03554,6,3,2,6,5,8,5,11,10
PaeAG1_03555,28,17,7,28,24,36,24,60,56
PaeAG1_03556,13,6,5,13,12,20,7,19,29
PaeAG1_03557,0,0,0,0,0,1,0,1,1
PaeAG1_03558,1,0,0,1,1,1,1,1,1
PaeAG1_03559,2,1,1,4,2,3,3,6,5
PaeAG1_03560,9,5,3,20,16,14,10,21,26
PaeAG1_03561,2,1,1,2,2,2,2,3,2
PaeAG1_03562,6,3,1,13,12,14,10,21,21
PaeAG1_03563,3,2,1,19,23,22,16,30,21
PaeAG1_03564,5,3,2,25,31,38,21,40,27
PaeAG1_03565,1,1,0,1,1,1,0,1,1
PaeAG1_03566,2,1,1,2,2,2,1,2,3
PaeAG1_03567,2,1,1,2,2,2,1,2,3
PaeAG1_03568,20,11,8,15,15,14,8,20,17
PaeAG1_03569,3,2,1,2,2,2,1,2,2
PaeAG1_03570,1,1,1,1,1,1,0,1,1
PaeAG1_03571,18,11,5,22,23,26,14,25,30
PaeAG1_03572,7,3,3,3,3,4,1,2,3
PaeAG1_03573,1,1,0,1,1,1,0,1,1
PaeAG1_03574,61,37,23,51,42,55,16,50,56
PaeAG1_03575,15,8,5,10,9,11,4,10,9
PaeAG1_03576,3,2,1,1,2,2,1,2,2
PaeAG1_03577,4,2,1,1,2,2,1,1,1
PaeAG1_03578,36,12,29,44,41,52,26,32,38
PaeAG1_03579,6,3,2,3,2,3,3,5,3
PaeAG1_03580,0,0,0,0,0,0,0,1,1
PaeAG1_03581,0,0,0,0,0,0,0,1,0
PaeAG1_03582,0,0,0,0,0,0,0,1,1
PaeAG1_03583,0,0,0,0,0,0,0,1,1
PaeAG1_03584,0,0,0,0,0,0,0,1,1
PaeAG1_03585,1,0,0,0,0,0,1,1,1
PaeAG1_03586,1,0,0,0,0,1,0,1,1
PaeAG1_03587,0,0,0,0,0,0,0,1,1
PaeAG1_03588,13,10,4,18,15,16,22,44,37
PaeAG1_03589,0,0,0,0,0,0,0,0,0
PaeAG1_03590,1,0,0,0,0,0,1,1,1
PaeAG1_03591,1,1,0,0,1,1,0,1,1
PaeAG1_03592,1,1,0,1,0,0,1,2,2
PaeAG1_03593,2,1,1,1,1,1,1,3,3
PaeAG1_03594,3,2,1,2,1,2,2,4,4
PaeAG1_03595,7,4,4,7,7,8,3,8,8
PaeAG1_03596,4,2,2,3,3,3,3,5,4
PaeAG1_03597,4,2,1,2,2,2,2,4,3
PaeAG1_03598,2,1,1,1,1,1,1,3,3
PaeAG1_03599,4,2,2,2,2,3,2,6,5
PaeAG1_03600,10,6,4,6,6,9,9,21,21
PaeAG1_03601,33,19,8,26,24,34,30,77,93
PaeAG1_03602,33,19,7,21,20,34,26,74,76
PaeAG1_03603,13,8,4,9,8,13,12,32,27
PaeAG1_03604,14,5,3,4,2,7,3,6,6
PaeAG1_03605,25,14,9,19,17,31,21,46,37
PaeAG1_03606,344,193,124,330,285,454,332,732,691
PaeAG1_03607,3,2,1,3,3,4,3,7,7
PaeAG1_03608,247,155,90,247,215,325,219,526,429
PaeAG1_03609,99,57,36,98,87,131,104,233,213
PaeAG1_03610,28,16,10,23,20,33,27,56,54
PaeAG1_03611,201,110,46,173,165,243,143,405,438
PaeAG1_03612,33,16,10,26,25,39,27,58,66
PaeAG1_03613,41,21,12,30,29,46,33,78,81
PaeAG1_03614,218,116,66,208,191,295,215,480,524
PaeAG1_03615,50,27,15,44,40,65,44,113,122
PaeAG1_03616,72,39,20,66,61,102,60,159,163
PaeAG1_03617,120,61,36,97,82,150,110,240,249
PaeAG1_03618,140,69,38,107,90,172,118,272,251
PaeAG1_03619,54,30,15,45,40,64,42,107,106
PaeAG1_03620,2351,1408,683,2107,1969,2981,2005,4902,4590
PaeAG1_03621,62,36,16,54,48,76,48,118,116
PaeAG1_03622,0,0,0,0,0,0,0,0,0
PaeAG1_03623,56,30,19,44,39,68,45,95,90
PaeAG1_03624,48,27,16,42,38,64,39,93,83
PaeAG1_03625,37,24,15,35,32,52,34,77,70
PaeAG1_03626,29,19,12,27,26,43,27,59,56
PaeAG1_03627,30,20,12,30,30,48,31,69,61
PaeAG1_03628,33,22,13,32,33,51,34,76,67
PaeAG1_03629,37,24,14,34,33,54,37,79,69
PaeAG1_03630,39,25,16,35,35,56,39,85,74
PaeAG1_03631,63,42,35,94,101,136,60,110,109
PaeAG1_03632,32,20,17,54,51,72,32,57,45
PaeAG1_03633,27,18,14,37,33,46,27,44,36
PaeAG1_03634,6,4,2,6,5,9,5,10,9
PaeAG1_03635,38,23,18,41,38,59,33,66,50
PaeAG1_03636,39,22,16,40,36,57,35,64,46
PaeAG1_03637,10,6,4,11,10,14,9,16,13
PaeAG1_03638,19,10,10,16,14,23,14,25,19
PaeAG1_03639,12,7,4,11,11,17,9,17,14
PaeAG1_03640,56,33,20,56,51,85,43,83,65
PaeAG1_03641,39,24,11,47,43,58,33,66,55
PaeAG1_03642,56,33,30,51,48,79,46,80,57
PaeAG1_03643,0,0,0,0,0,0,0,0,0
PaeAG1_03644,23,14,13,31,25,49,24,39,29
PaeAG1_03645,41,32,21,67,54,87,64,133,80
PaeAG1_03646,47,37,29,111,90,135,116,203,135
PaeAG1_03647,62,28,50,21,19,33,17,31,30
PaeAG1_03648,82,38,18,98,82,112,94,156,184
PaeAG1_03649,54,30,18,42,33,65,39,76,58
PaeAG1_03650,68,39,26,54,43,81,53,101,73
PaeAG1_03651,110,59,51,90,75,143,88,140,103
PaeAG1_03652,149,87,60,121,104,184,105,213,151
PaeAG1_03653,121,64,47,88,71,139,86,143,111
PaeAG1_03654,140,79,56,100,83,168,101,190,128
