ID,A1,A2,A3,B1,B2,B3,C1,C2,C3
PaeAG1_01664,1,0,0,0,0,0,0,0,0
PaeAG1_01665,0,0,0,0,0,0,0,0,0
PaeAG1_01666,0,0,0,0,0,0,0,0,0
PaeAG1_01667,1,1,1,1,1,1,0,1,1
PaeAG1_01668,0,0,0,0,0,0,0,0,0
PaeAG1_01669,0,0,0,0,0,0,0,0,0
PaeAG1_01670,0,0,0,0,0,0,0,0,0
PaeAG1_01671,1,0,0,1,0,1,0,1,1
PaeAG1_01672,0,0,0,0,0,0,0,0,0
PaeAG1_01673,0,0,0,0,0,0,0,0,0
PaeAG1_01674,0,0,0,0,0,0,0,0,0
PaeAG1_01675,0,0,0,0,0,0,0,0,0
PaeAG1_01676,3,2,1,0,0,1,1,1,1
PaeAG1_01677,8,4,4,2,2,3,2,3,3
PaeAG1_01678,5,3,2,1,1,2,1,2,1
PaeAG1_01679,7,4,3,3,3,3,1,3,4
PaeAG1_01680,0,0,0,0,0,0,0,0,0
PaeAG1_01681,1,0,0,0,0,0,0,0,0
PaeAG1_01682,190,63,111,91,87,107,33,65,77
PaeAG1_01683,37,15,12,5,7,10,3,6,7
PaeAG1_01684,701,308,342,167,161,294,97,169,182
PaeAG1_01685,5,2,2,5,4,9,3,5,6
PaeAG1_01686,29,16,9,23,21,20,23,45,31
PaeAG1_01687,57,32,17,7,8,9,7,13,10
PaeAG1_01688,5,3,1,0,1,1,0,1,1
PaeAG1_01689,8,4,3,2,3,2,1,2,2
PaeAG1_01690,12,7,4,3,4,4,4,8,6
PaeAG1_01691,82,32,68,28,28,31,13,23,23
PaeAG1_01692,4,2,1,2,2,2,1,3,3
PaeAG1_01693,1,0,0,0,1,0,0,1,1
PaeAG1_01694,0,0,0,0,0,0,0,0,0
PaeAG1_01695,1,0,1,1,1,1,1,1,2
PaeAG1_01696,0,0,0,0,0,0,0,0,0
PaeAG1_01697,0,0,0,0,0,0,0,0,0
PaeAG1_01698,0,0,0,0,0,0,0,0,0
PaeAG1_01699,1,0,0,1,0,1,0,0,1
PaeAG1_01700,2,1,0,2,1,2,1,2,2
PaeAG1_01701,8,5,6,13,10,17,9,17,16
PaeAG1_01702,18,9,9,9,8,8,4,8,8
PaeAG1_01703,11,7,6,6,6,7,3,5,7
PaeAG1_01704,0,0,0,0,0,0,0,0,0
PaeAG1_01705,1,0,0,0,0,0,0,0,0
PaeAG1_01706,12,6,3,2,2,3,1,3,3
PaeAG1_01707,17,10,5,3,4,6,2,6,6
PaeAG1_01708,3,2,2,1,1,2,1,1,1
PaeAG1_01709,10,5,3,5,4,7,2,5,6
PaeAG1_01710,3,1,1,1,0,1,0,1,1
PaeAG1_01711,10,6,4,4,3,5,2,6,6
PaeAG1_01712,15,8,6,3,4,7,3,5,4
PaeAG1_01713,5,3,1,1,1,2,1,2,2
PaeAG1_01714,10,5,5,3,3,5,3,5,3
PaeAG1_01715,1,1,1,2,2,1,2,7,10
PaeAG1_01716,1,1,1,1,1,1,2,4,4
PaeAG1_01717,7,3,5,8,8,8,7,13,16
PaeAG1_01718,7,4,3,4,4,5,6,11,10
PaeAG1_01719,2,1,1,1,1,2,1,2,2
PaeAG1_01720,5,3,1,2,1,2,1,2,2
PaeAG1_01721,3,2,2,1,1,2,1,2,2
PaeAG1_01722,15,9,11,3,3,6,3,6,4
PaeAG1_01723,6,3,1,2,1,2,1,3,2
PaeAG1_01724,14,7,4,3,3,6,3,6,5
PaeAG1_01725,5,3,2,1,1,2,1,2,2
PaeAG1_01726,1,1,0,0,0,0,0,0,0
PaeAG1_01727,1,0,0,0,0,0,0,0,1
PaeAG1_01728,8,4,3,3,3,4,2,3,3
PaeAG1_01729,12,6,5,5,4,6,2,4,4
PaeAG1_01730,0,0,0,0,0,0,0,0,0
PaeAG1_01731,1,1,1,1,1,1,0,1,1
PaeAG1_01732,2,1,1,1,1,1,0,1,1
PaeAG1_01733,10,5,2,13,11,13,11,17,17
PaeAG1_01734,2,1,1,3,2,3,2,3,4
PaeAG1_01735,20,9,7,16,11,12,8,13,16
PaeAG1_01736,11,5,3,7,5,5,3,6,8
PaeAG1_01737,2,1,1,1,0,1,0,1,1
PaeAG1_01738,4,2,2,0,0,1,0,1,1
PaeAG1_01739,9,5,2,3,3,3,2,3,3
PaeAG1_01740,1,1,1,0,0,0,0,0,1
PaeAG1_01741,1,1,0,0,0,1,0,1,1
PaeAG1_01742,9,4,4,1,1,2,1,1,1
PaeAG1_01743,12,6,8,13,14,16,7,10,11
PaeAG1_01744,3,1,1,1,1,2,0,1,1
PaeAG1_01745,0,0,0,0,0,0,0,0,0
PaeAG1_01746,1,0,0,0,0,1,0,0,0
PaeAG1_01747,0,0,0,0,0,0,0,0,0
PaeAG1_01748,2,1,0,1,1,1,0,1,1
PaeAG1_01749,0,0,0,0,0,0,0,0,0
PaeAG1_01750,0,0,0,0,0,0,0,0,0
PaeAG1_01751,2,1,1,1,1,1,0,1,1
PaeAG1_01752,1,1,0,0,0,0,0,0,0
PaeAG1_01753,2,1,1,1,1,1,1,1,1
PaeAG1_01754,6,3,2,2,2,3,1,3,2
PaeAG1_01755,6,3,2,1,1,2,1,2,1
PaeAG1_01756,5,3,3,3,3,4,3,5,4
PaeAG1_01757,4,2,2,1,1,1,1,2,2
PaeAG1_01758,6,3,2,2,2,3,1,2,3
PaeAG1_01759,1,1,1,0,0,0,0,0,0
PaeAG1_01760,5,2,2,2,2,3,1,3,2
PaeAG1_01761,1,0,0,1,1,1,0,1,1
PaeAG1_01762,1,0,0,0,0,1,0,0,0
PaeAG1_01763,28,15,7,4,6,7,4,9,9
PaeAG1_01764,2,1,0,0,0,0,0,0,1
PaeAG1_01765,10,5,2,5,5,5,2,8,9
PaeAG1_01766,1,0,0,0,0,0,0,0,1
PaeAG1_01767,0,0,0,0,0,0,0,0,0
PaeAG1_01768,2,1,0,1,1,0,0,1,1
PaeAG1_01769,3,2,1,1,1,1,1,2,2
PaeAG1_01770,2,1,0,1,1,0,1,1,1
PaeAG1_01771,2,1,1,1,1,1,1,2,1
PaeAG1_01772,2,1,1,1,1,1,1,1,1
PaeAG1_01773,0,0,0,0,0,0,0,0,0
PaeAG1_01774,0,0,0,0,0,0,0,0,0
PaeAG1_01775,1,0,0,0,0,0,0,0,1
PaeAG1_01776,2,1,1,2,1,1,1,2,2
PaeAG1_01777,8,3,2,8,7,9,3,7,9
PaeAG1_01778,37,20,6,28,34,29,20,35,45
PaeAG1_01779,5,2,1,3,4,3,2,4,4
PaeAG1_01780,4,2,1,3,4,4,2,4,4
PaeAG1_01781,1,1,0,1,1,1,1,1,1
PaeAG1_01782,4,2,1,3,3,4,2,4,4
PaeAG1_01783,14,7,7,10,9,14,6,11,12
PaeAG1_01784,0,0,0,1,1,1,1,1,1
PaeAG1_01785,0,0,0,0,0,0,0,0,0
PaeAG1_01786,0,0,0,0,0,0,0,0,0
PaeAG1_01787,0,0,0,0,0,0,0,0,0
PaeAG1_01788,0,0,0,0,0,0,0,0,0
PaeAG1_01789,1,1,1,1,1,1,1,2,2
PaeAG1_01790,0,0,0,0,0,0,0,0,0
PaeAG1_01791,2,1,0,0,1,0,0,1,0
PaeAG1_01792,5,3,1,6,6,9,3,7,9
PaeAG1_01793,1,1,1,2,1,2,1,2,2
PaeAG1_01794,2,1,1,1,1,1,0,1,1
PaeAG1_01795,2,1,1,1,1,1,1,1,1
PaeAG1_01796,6,3,3,2,2,2,1,3,3
PaeAG1_01797,1,0,0,1,0,1,0,0,0
PaeAG1_01798,4,2,2,2,2,3,1,3,3
PaeAG1_01799,1,1,1,1,1,1,0,1,1
PaeAG1_01800,17,9,4,2,2,5,2,5,3
PaeAG1_01801,0,0,0,0,0,0,0,0,0
PaeAG1_01802,3,2,0,0,0,1,0,1,0
PaeAG1_01803,2,1,0,0,1,1,0,1,1
PaeAG1_01804,3,2,1,0,0,0,0,0,1
PaeAG1_01805,1,0,0,0,0,0,0,0,0
PaeAG1_01806,1,0,0,0,0,0,0,0,0
PaeAG1_01807,0,0,0,0,0,0,0,0,0
PaeAG1_01808,1,0,0,1,0,1,0,1,1
PaeAG1_01809,2,1,1,0,0,1,0,1,1
PaeAG1_01810,1,1,0,0,0,0,0,0,0
PaeAG1_01811,5,2,2,2,2,2,1,2,2
PaeAG1_01812,151,58,102,90,74,102,51,81,103
PaeAG1_01813,0,0,0,0,0,0,0,0,0
PaeAG1_01814,0,0,0,0,0,0,0,0,0
PaeAG1_01815,0,0,0,0,0,0,0,0,0
PaeAG1_01816,0,0,0,0,0,0,0,0,0
PaeAG1_01817,0,0,0,0,0,0,0,0,0
PaeAG1_01818,0,0,0,0,0,0,0,0,0
PaeAG1_01819,1,1,1,1,1,1,1,1,1
PaeAG1_01820,2,1,0,1,1,1,0,1,1
PaeAG1_01821,0,0,0,0,0,0,0,0,0
PaeAG1_01822,6,3,1,2,2,3,2,3,4
PaeAG1_01823,0,0,0,0,0,0,0,0,0
PaeAG1_01824,25,18,7,18,14,19,11,28,24
PaeAG1_01825,3,2,1,4,3,5,3,7,7
PaeAG1_01826,5,3,1,6,4,8,6,12,10
PaeAG1_01827,6,3,2,8,5,10,8,15,12
PaeAG1_01828,7,4,3,7,5,11,9,14,10
PaeAG1_01829,0,0,0,0,1,1,0,1,1
PaeAG1_01830,2,1,1,1,1,1,1,1,1
PaeAG1_01831,3,2,2,1,1,1,1,1,1
PaeAG1_01832,4,3,1,3,3,3,2,5,6
PaeAG1_01833,2,1,0,2,2,2,2,3,3
PaeAG1_01834,6,4,2,7,5,6,5,9,11
PaeAG1_01835,2,1,1,2,2,2,1,3,4
PaeAG1_01836,1,1,0,2,1,2,2,6,7
PaeAG1_01837,5,2,2,8,7,7,15,37,44
PaeAG1_01838,0,0,0,0,0,0,0,0,0
PaeAG1_01839,0,0,0,0,0,0,0,0,0
PaeAG1_01840,1,0,0,0,0,0,0,0,0
PaeAG1_01841,2,1,0,0,0,1,0,1,1
PaeAG1_01842,8,5,3,6,6,5,5,8,7
PaeAG1_01843,7,4,3,6,5,6,3,8,8
PaeAG1_01844,10,5,2,4,4,4,2,4,6
PaeAG1_01845,36,16,19,12,11,13,8,15,18
PaeAG1_01846,68,33,36,22,19,21,13,24,24
PaeAG1_01847,182,77,88,55,48,55,27,45,54
PaeAG1_01848,44,23,23,12,11,13,7,10,10
PaeAG1_01849,54,33,25,18,16,14,9,16,15
PaeAG1_01850,20,12,8,8,7,8,4,7,8
PaeAG1_01851,14,6,8,10,10,10,5,9,12
PaeAG1_01852,1,1,1,1,2,1,1,1,1
PaeAG1_01853,4,2,2,2,2,3,1,3,2
PaeAG1_01854,7,4,3,3,2,3,2,4,4
PaeAG1_01855,3,1,1,1,1,1,1,1,1
PaeAG1_01856,2,1,1,1,1,1,1,1,1
PaeAG1_01857,20,10,8,3,3,4,2,5,4
PaeAG1_01858,2,2,1,1,1,1,1,1,1
PaeAG1_01859,1,0,0,0,0,0,0,0,0
PaeAG1_01860,4,1,2,2,2,2,1,2,2
PaeAG1_01861,29,15,6,16,13,10,6,11,15
PaeAG1_01862,1,1,0,2,2,2,1,4,5
PaeAG1_01863,2,1,1,6,4,5,6,12,12
PaeAG1_01864,3,2,1,12,8,8,10,20,23
PaeAG1_01865,2,1,0,3,3,3,2,7,8
PaeAG1_01866,13,8,3,34,26,22,30,71,71
PaeAG1_01867,12,7,3,26,21,21,26,55,69
PaeAG1_01868,1,1,0,6,4,3,4,11,13
PaeAG1_01869,0,0,0,0,0,0,0,0,0
PaeAG1_01870,4,2,1,18,14,16,13,33,48
PaeAG1_01871,4,2,2,1,1,3,3,8,5
PaeAG1_01872,16,11,4,8,7,7,12,22,16
PaeAG1_01873,0,0,0,0,0,0,0,1,0
PaeAG1_01874,2,1,0,1,1,1,1,2,2
PaeAG1_01875,0,0,0,0,0,1,0,1,1
PaeAG1_01876,2,1,1,1,1,2,1,2,2
PaeAG1_01877,1,0,0,0,0,1,0,1,1
PaeAG1_01878,0,0,0,0,0,0,0,0,0
PaeAG1_01879,0,0,0,0,0,0,0,0,0
PaeAG1_01880,0,0,0,0,0,0,0,0,0
PaeAG1_01881,1,1,0,1,0,1,0,1,1
PaeAG1_01882,18,8,6,14,13,17,7,18,18
PaeAG1_01883,4,2,1,1,1,2,1,2,1
PaeAG1_01884,8,4,2,3,2,4,3,6,5
PaeAG1_01885,2,1,1,1,1,2,1,1,1
PaeAG1_01886,3,2,1,2,2,3,1,2,2
PaeAG1_01887,2,1,1,2,2,3,1,2,2
PaeAG1_01888,13,8,5,8,7,7,4,8,10
PaeAG1_01889,305,150,111,446,287,276,137,291,386
PaeAG1_01890,5,3,2,1,1,2,1,1,1
PaeAG1_01891,12,7,4,5,6,5,2,4,7
PaeAG1_01892,24,14,14,12,13,13,6,12,13
PaeAG1_01893,8,4,5,4,4,4,2,3,4
PaeAG1_01894,379,368,207,805,534,612,275,802,847
PaeAG1_01895,52,28,15,18,19,19,5,12,16
PaeAG1_01896,2,1,1,1,1,1,0,0,1
PaeAG1_01897,75,37,26,36,36,32,14,25,32
PaeAG1_01898,3,2,3,1,2,1,1,1,2
PaeAG1_01899,44,24,20,20,17,20,10,21,19
PaeAG1_01900,3,2,1,1,1,1,0,1,1
PaeAG1_01901,3,2,2,2,1,2,1,2,2
PaeAG1_01902,4,3,2,4,3,5,3,6,4
PaeAG1_01903,1,0,0,1,1,1,0,0,1
PaeAG1_01904,4,2,1,1,1,2,1,1,2
PaeAG1_01905,0,0,0,0,0,0,0,0,0
PaeAG1_01906,13,5,7,4,4,7,2,5,4
PaeAG1_01907,1,0,0,0,0,0,0,0,0
PaeAG1_01908,0,0,0,0,0,0,0,0,0
PaeAG1_01909,2,1,1,1,1,1,0,1,1
PaeAG1_01910,5,2,2,3,3,3,1,2,3
PaeAG1_01911,3,2,2,2,2,2,1,2,2
PaeAG1_01912,1,1,0,0,0,0,0,1,0
PaeAG1_01913,18,10,5,7,7,7,3,7,8
PaeAG1_01914,69,38,45,32,32,31,19,34,36
PaeAG1_01915,8,4,4,4,4,4,3,5,6
PaeAG1_01916,9,4,3,6,4,5,2,3,3
PaeAG1_01917,5,2,1,1,0,1,0,1,1
PaeAG1_01918,0,0,0,0,0,0,0,0,0
PaeAG1_01919,1,0,0,0,0,0,0,0,0
PaeAG1_01920,1,1,1,1,0,1,0,0,1
PaeAG1_01921,0,0,0,0,0,0,0,0,0
PaeAG1_01922,16,9,8,7,7,11,3,8,8
PaeAG1_01923,2,1,1,0,1,1,0,1,1
PaeAG1_01924,3,2,1,3,3,3,1,3,3
PaeAG1_01925,3,2,1,4,4,4,2,3,4
PaeAG1_01926,2,1,1,11,9,8,4,5,7
PaeAG1_01927,1,0,0,3,2,2,1,2,3
PaeAG1_01928,5,3,2,6,6,5,2,4,5
PaeAG1_01929,9,5,5,5,7,7,2,5,6
PaeAG1_01930,3,2,1,2,3,4,1,3,3
PaeAG1_01931,1,0,0,1,1,1,0,1,1
PaeAG1_01932,1,0,0,0,0,1,0,0,0
PaeAG1_01933,12,7,5,4,4,4,2,3,4
PaeAG1_01934,1252,520,949,88,108,163,123,135,122
PaeAG1_01935,2,1,1,1,1,1,1,1,1
PaeAG1_01936,2,1,1,0,0,1,0,1,1
PaeAG1_01937,4,2,1,1,1,1,1,1,1
PaeAG1_01938,1,1,1,1,1,0,0,1,1
PaeAG1_01939,2,1,1,1,1,1,1,1,1
PaeAG1_01940,14,8,6,4,3,6,3,6,4
PaeAG1_01941,65,39,22,85,78,91,42,89,97
PaeAG1_01942,7,3,4,9,8,8,5,9,11
PaeAG1_01943,7,5,3,4,4,5,3,6,5
PaeAG1_01944,72,39,22,47,42,46,26,57,64
PaeAG1_01945,5,3,2,5,6,5,2,5,7
PaeAG1_01946,2,1,1,1,1,1,0,1,1
PaeAG1_01947,30,14,17,10,9,9,6,10,11
PaeAG1_01948,9,6,3,8,7,6,4,8,8
PaeAG1_01949,0,0,0,0,0,0,0,0,0
PaeAG1_01950,2,1,1,1,1,1,1,1,1
PaeAG1_01951,10,7,4,7,4,6,2,7,7
PaeAG1_01952,6,3,2,3,3,3,2,3,4
PaeAG1_01953,1,1,0,0,0,1,0,1,1
PaeAG1_01954,3,2,1,2,2,2,1,2,2
PaeAG1_01955,1,1,0,1,1,1,0,1,1
PaeAG1_01956,5,3,2,2,3,2,1,2,3
PaeAG1_01957,8,4,2,1,1,1,1,2,3
PaeAG1_01958,2,1,0,0,0,0,0,1,0
PaeAG1_01959,108,70,79,47,52,93,66,99,74
PaeAG1_01960,24,15,12,9,9,14,7,11,10
PaeAG1_01961,5,3,2,2,2,2,2,3,2
PaeAG1_01962,6,4,3,1,2,3,1,2,2
PaeAG1_01963,2,1,1,1,1,1,1,1,1
PaeAG1_01964,2,1,1,1,1,1,1,1,1
PaeAG1_01965,2,1,1,1,1,1,1,1,1
PaeAG1_01966,3,1,1,1,1,2,1,2,2
PaeAG1_01967,1,1,1,1,1,1,1,1,1
PaeAG1_01968,2,1,1,2,2,2,2,4,3
PaeAG1_01969,113,54,73,129,188,206,70,90,95
PaeAG1_01970,3,2,2,6,7,7,4,6,6
PaeAG1_01971,9,5,3,10,13,17,6,9,12
PaeAG1_01972,2,1,1,2,2,3,1,1,2
PaeAG1_01973,3,1,2,6,6,5,3,4,5
PaeAG1_01974,1,0,0,0,1,1,0,1,1
PaeAG1_01975,2,1,1,1,1,1,1,2,2
PaeAG1_01976,2,1,1,2,2,2,1,2,2
PaeAG1_01977,10,5,3,4,4,4,2,4,4
PaeAG1_01978,268,128,88,93,105,106,52,85,74
PaeAG1_01979,5,3,1,2,2,2,1,2,2
PaeAG1_01980,9,5,3,6,5,6,3,6,7
PaeAG1_01981,11,6,6,10,8,12,4,9,10
PaeAG1_01982,1,1,1,1,1,1,0,1,1
PaeAG1_01983,2,1,0,1,1,1,0,1,1
PaeAG1_01984,5,2,2,3,4,3,2,2,2
PaeAG1_01985,6,3,2,1,1,2,1,2,2
PaeAG1_01986,2,1,0,1,1,1,1,1,1
PaeAG1_01987,21,15,11,9,8,10,4,9,12
PaeAG1_01988,4,2,2,2,1,2,1,2,2
PaeAG1_01989,3,2,2,3,3,3,2,3,4
PaeAG1_01990,5,3,2,7,5,6,2,5,5
PaeAG1_01991,38,20,12,16,13,19,6,15,18
PaeAG1_01992,3,2,1,2,1,2,1,2,2
PaeAG1_01993,13,9,4,6,5,6,4,8,6
PaeAG1_01994,5,3,2,2,2,3,1,2,2
PaeAG1_01995,2,1,1,0,1,1,0,1,1
PaeAG1_01996,0,0,0,0,0,0,0,0,0
PaeAG1_01997,143,91,54,74,79,84,42,112,101
PaeAG1_01998,4,3,1,1,1,2,1,2,2
PaeAG1_01999,1,1,0,0,0,0,0,1,0
PaeAG1_02000,11,6,4,5,4,3,1,2,3
PaeAG1_02001,6,4,2,3,2,3,1,3,3
PaeAG1_02002,12,7,7,6,5,6,3,6,6
PaeAG1_02003,32,16,15,14,15,16,6,13,15
PaeAG1_02004,25,13,14,9,9,11,5,8,9
PaeAG1_02005,50,27,21,22,21,31,16,31,27
PaeAG1_02006,4,2,1,1,1,1,1,1,1
PaeAG1_02007,4,2,2,1,2,2,1,2,2
PaeAG1_02008,3,1,1,1,1,1,1,1,1
PaeAG1_02009,3,1,2,1,1,1,1,1,1
PaeAG1_02010,3,2,1,1,1,2,1,1,2
PaeAG1_02011,7,3,2,2,2,2,2,3,3
PaeAG1_02012,4,2,1,1,1,1,1,1,1
PaeAG1_02013,5,3,1,2,2,2,1,3,2
PaeAG1_02014,10,5,3,4,4,4,3,5,6
PaeAG1_02015,1,0,0,1,1,1,0,1,1
PaeAG1_02016,39,20,16,4,5,6,3,5,5
PaeAG1_02017,50,28,17,5,5,7,5,9,8
PaeAG1_02018,7,4,2,1,1,1,1,1,1
PaeAG1_02019,7,4,2,0,1,1,0,1,1
PaeAG1_02020,13,7,7,5,9,6,2,4,4
PaeAG1_02021,5,3,2,4,4,3,2,4,5
PaeAG1_02022,3,2,1,1,1,2,1,2,2
PaeAG1_02023,69,38,13,9,14,13,15,22,19
PaeAG1_02024,4,2,1,1,1,1,1,1,1
PaeAG1_02025,7,4,2,3,3,3,2,3,4
PaeAG1_02026,3,2,2,2,2,1,1,2,2
PaeAG1_02027,1,1,0,0,1,1,0,1,2
PaeAG1_02028,1,1,1,0,1,1,1,1,1
PaeAG1_02029,6,3,3,3,2,3,2,3,3
PaeAG1_02030,1,0,0,1,0,1,0,1,0
PaeAG1_02031,1,1,0,2,1,2,0,2,1
PaeAG1_02032,2,1,1,1,1,1,0,1,1
PaeAG1_02033,9,5,2,1,1,2,1,2,2
PaeAG1_02034,9,5,2,1,1,2,1,2,2
PaeAG1_02035,13,8,7,3,3,4,3,6,5
PaeAG1_02036,5,2,2,1,1,2,1,1,1
PaeAG1_02037,4,2,1,1,1,2,1,2,2
PaeAG1_02038,26,14,6,5,4,5,4,8,6
PaeAG1_02039,0,0,0,0,0,0,0,0,0
PaeAG1_02040,11,5,3,3,2,3,2,4,3
PaeAG1_02041,36,20,9,6,6,8,4,11,5
PaeAG1_02042,0,0,0,0,0,0,0,0,0
PaeAG1_02043,13,7,6,4,4,5,3,5,5
PaeAG1_02044,141,78,88,38,36,68,43,64,45
PaeAG1_02045,37,14,24,35,30,40,23,39,46
PaeAG1_02046,16,7,9,10,9,14,8,10,11
PaeAG1_02047,139,50,69,65,57,96,39,51,57
PaeAG1_02048,335,126,193,154,128,232,85,121,130
PaeAG1_02049,73,31,38,29,24,41,12,16,23
PaeAG1_02050,175,69,111,116,103,122,48,73,94
PaeAG1_02051,55,17,29,26,24,29,11,16,20
PaeAG1_02052,502,182,235,139,122,221,74,103,114
PaeAG1_02053,629,211,193,81,60,147,34,47,56
PaeAG1_02054,1203,452,439,260,212,420,123,171,200
PaeAG1_02055,95,29,21,13,10,25,4,7,10
PaeAG1_02056,13,3,3,2,1,3,1,1,2
PaeAG1_02057,12,4,2,1,1,2,0,0,1
PaeAG1_02058,94,35,96,30,27,46,17,24,24
PaeAG1_02059,217,57,43,40,29,63,14,26,32
PaeAG1_02060,57,19,35,14,11,24,8,9,10
PaeAG1_02061,60,19,29,12,11,22,6,9,9
PaeAG1_02062,81,27,46,23,21,39,12,18,17
PaeAG1_02063,55,20,33,24,19,34,11,16,15
PaeAG1_02064,34,12,22,21,19,25,9,14,14
PaeAG1_02065,118,51,98,93,85,107,39,54,59
PaeAG1_02066,23,10,20,24,19,25,11,15,17
PaeAG1_02067,42,24,28,15,14,23,9,14,15
PaeAG1_02068,5,3,4,7,6,7,3,5,5
PaeAG1_02069,2,1,1,2,2,2,1,1,2
PaeAG1_02070,3,2,2,2,1,1,1,1,1
PaeAG1_02071,32,16,15,5,5,10,4,8,6
PaeAG1_02072,6,4,2,5,5,4,3,6,6
PaeAG1_02073,5,3,2,2,2,2,1,2,3
PaeAG1_02074,1,0,0,0,0,0,0,0,0
PaeAG1_02075,2,1,1,1,1,1,0,1,1
PaeAG1_02076,9,5,3,3,3,5,3,5,4
PaeAG1_02077,7,5,6,3,3,6,3,5,3
PaeAG1_02078,11,8,10,4,5,9,4,7,4
PaeAG1_02079,7,6,7,3,3,5,3,3,3
PaeAG1_02080,5,4,5,2,2,3,1,2,2
PaeAG1_02081,0,0,0,0,0,0,0,1,0
PaeAG1_02082,0,0,0,0,0,0,0,0,1
PaeAG1_02083,0,0,0,0,0,0,0,0,0
PaeAG1_02084,2,1,1,1,1,1,1,2,2
PaeAG1_02085,2,1,1,1,1,1,1,2,1
PaeAG1_02086,2,1,1,1,1,1,1,1,2
PaeAG1_02087,3,2,2,1,1,1,1,2,1
PaeAG1_02088,13,7,5,95,38,53,46,95,121
PaeAG1_02089,0,0,0,0,0,0,0,0,0
PaeAG1_02090,1,1,0,1,1,1,1,1,1
PaeAG1_02091,2,1,0,2,2,2,1,2,2
PaeAG1_02092,3,1,1,0,0,1,0,1,1
PaeAG1_02093,10,5,2,2,2,2,2,3,3
PaeAG1_02094,13,6,5,4,4,4,2,5,5
PaeAG1_02095,3,1,0,0,0,0,0,1,1
PaeAG1_02096,8,4,3,3,3,4,2,4,3
PaeAG1_02097,7,4,3,2,2,3,2,3,3
PaeAG1_02098,2,1,1,1,1,1,1,1,1
PaeAG1_02099,21,13,8,11,11,9,6,10,10
PaeAG1_02100,3,2,1,2,2,2,0,1,2
PaeAG1_02101,6,4,1,2,3,3,2,4,4
PaeAG1_02102,127,80,36,24,20,30,13,33,24
PaeAG1_02103,20,11,6,5,5,6,3,6,5
PaeAG1_02104,11,5,5,3,3,4,2,3,4
PaeAG1_02105,4,2,1,1,1,1,1,1,1
PaeAG1_02106,12,7,3,4,3,4,3,5,4
PaeAG1_02107,45,27,10,21,16,20,10,25,25
PaeAG1_02108,5,3,2,3,2,2,1,2,2
PaeAG1_02109,7,3,2,4,3,3,2,3,4
PaeAG1_02110,10,5,6,4,5,6,5,7,11
PaeAG1_02111,0,0,0,0,0,0,0,0,0
PaeAG1_02112,2,1,1,1,1,1,1,1,1
PaeAG1_02113,6,4,1,4,4,3,2,4,3
PaeAG1_02114,14,9,5,11,9,8,4,10,10
PaeAG1_02115,10,7,3,8,7,7,3,8,9
PaeAG1_02116,10,5,3,4,4,4,2,4,3
PaeAG1_02117,9,5,3,5,4,4,3,4,3
PaeAG1_02118,1,1,0,1,1,1,0,1,1
PaeAG1_02119,2,1,1,2,2,1,1,2,2
PaeAG1_02120,2,1,1,1,2,2,1,2,2
PaeAG1_02121,4,3,3,3,3,3,2,3,3
PaeAG1_02122,7,4,6,5,6,6,4,5,5
PaeAG1_02123,9,6,3,3,4,5,2,7,6
PaeAG1_02124,2,1,1,1,1,1,0,1,1
PaeAG1_02125,0,0,0,0,0,1,0,1,1
PaeAG1_02126,4,3,1,2,2,2,1,2,2
PaeAG1_02127,2,1,1,1,1,1,0,1,1
PaeAG1_02128,1,1,0,1,1,1,0,1,1
PaeAG1_02129,0,0,0,0,0,0,0,0,0
PaeAG1_02130,34,20,12,17,14,19,7,16,17
PaeAG1_02131,3,2,1,2,2,2,1,2,2
PaeAG1_02132,0,0,0,0,0,0,0,0,0
PaeAG1_02133,23,11,9,8,8,9,5,8,7
PaeAG1_02134,43,22,21,22,21,31,12,27,28
PaeAG1_02135,8,4,3,1,1,1,1,1,1
PaeAG1_02136,5,3,2,2,1,2,1,1,2
PaeAG1_02137,1,1,0,1,1,1,1,1,1
PaeAG1_02138,1,1,1,4,3,4,2,3,5
PaeAG1_02139,9,4,4,4,4,5,2,4,4
PaeAG1_02140,3,2,1,1,1,1,1,1,1
PaeAG1_02141,2,1,1,1,1,1,0,1,1
PaeAG1_02142,13,7,5,6,5,4,3,5,5
PaeAG1_02143,11,7,5,5,4,5,2,6,4
PaeAG1_02144,14,8,5,4,5,4,1,3,4
PaeAG1_02145,3,2,1,1,1,1,0,1,1
PaeAG1_02146,3,2,1,1,1,1,0,1,1
PaeAG1_02147,13,8,6,4,3,5,3,6,6
PaeAG1_02148,3,1,1,1,1,1,0,1,1
PaeAG1_02149,10,5,3,9,7,8,4,8,8
PaeAG1_02150,1,1,1,1,1,1,1,2,2
PaeAG1_02151,1,1,0,1,1,1,1,1,2
PaeAG1_02152,0,0,0,0,0,0,0,0,0
PaeAG1_02153,0,0,0,0,0,0,0,0,0
PaeAG1_02154,6,4,2,19,18,28,9,29,21
PaeAG1_02155,0,0,0,0,1,1,0,1,0
PaeAG1_02156,0,0,0,0,1,1,0,1,0
PaeAG1_02157,9,7,5,8,11,15,6,14,11
PaeAG1_02158,2,1,0,1,2,2,1,2,2
PaeAG1_02159,0,0,0,0,0,0,0,1,1
PaeAG1_02160,2,1,1,1,1,1,1,1,1
PaeAG1_02161,1,0,1,1,1,1,1,1,1
